SubjectID,BiasCondition,Block,ResponseCorrect,Task
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,2,yes,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,2,no,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,1,yes,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,3,yes,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,1,no,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,4,no,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,1,yes,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,3,yes,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,1,yes,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,2,yes,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,2,yes,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,3,yes,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,3,yes,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,3,no,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,4,yes,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,1,yes,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,4,yes,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,3,yes,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,4,yes,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,4,no,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,4,no,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,2,no,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,1,no,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,4,yes,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,2,no,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,1,no,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,3,no,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,4,yes,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,4,no,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,2,no,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,3,yes,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,3,yes,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,3,no,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,2,no,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,2,no,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,1,yes,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,2,yes,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,4,yes,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,4,no,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,2,no,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,2,yes,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,2,yes,Comprehension
0pmm7rhegvxjttmjla7zyv0qrfwlv0a0,RuleBasedInput,3,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,1,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,4,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,4,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,3,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,4,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,1,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,2,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,3,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,4,no,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,1,no,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,3,no,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,4,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,2,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,2,no,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,2,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,2,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,1,no,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,3,no,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,2,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,4,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,4,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,2,no,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,3,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,4,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,3,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,2,no,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,1,no,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,3,no,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,3,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,2,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,4,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,2,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,4,no,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,3,no,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,1,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,3,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,3,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,2,no,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,1,no,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,2,no,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,1,no,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,3,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,3,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,1,no,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,4,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,4,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,3,no,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,1,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,1,no,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,4,no,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,4,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,1,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,2,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,3,no,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,1,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,3,no,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,4,no,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,1,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,4,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,1,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,2,no,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,2,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,1,yes,Comprehension
0qyn6np5fgyrmqjfbqjq68fcvs61y2gu,RuleBasedInput,2,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,2,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,3,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,1,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,2,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,4,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,1,no,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,2,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,4,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,2,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,3,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,3,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,3,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,4,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,4,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,3,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,4,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,1,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,1,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,4,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,4,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,4,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,1,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,2,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,1,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,1,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,1,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,1,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,4,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,2,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,1,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,2,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,2,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,4,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,3,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,3,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,3,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,2,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,2,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,2,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,2,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,4,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,1,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,3,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,2,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,3,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,3,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,1,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,3,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,4,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,1,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,3,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,1,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,1,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,3,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,3,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,4,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,1,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,4,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,2,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,3,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,2,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,4,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,2,yes,Comprehension
0uet846f755xvnm9ow9phkusz2zbhgac,WeakBias,4,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,4,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,2,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,3,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,2,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,4,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,4,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,3,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,4,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,3,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,3,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,1,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,1,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,4,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,1,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,1,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,2,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,2,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,3,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,3,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,4,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,3,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,2,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,4,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,3,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,2,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,4,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,3,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,1,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,4,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,3,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,3,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,1,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,2,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,4,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,2,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,1,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,3,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,1,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,1,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,2,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,3,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,1,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,3,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,1,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,1,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,2,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,4,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,2,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,4,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,4,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,2,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,2,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,4,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,1,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,2,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,1,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,4,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,4,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,2,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,3,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,1,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,2,no,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,1,yes,Comprehension
0vm3nrrqdd5mnbncnmon7sjp5f7fz4z8,WeakBias,3,no,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,3,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,1,no,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,4,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,2,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,4,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,3,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,4,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,3,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,4,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,1,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,1,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,1,no,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,4,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,1,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,2,no,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,3,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,3,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,2,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,2,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,2,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,1,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,1,no,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,4,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,4,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,4,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,4,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,2,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,1,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,2,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,2,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,3,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,1,no,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,3,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,1,no,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,3,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,1,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,1,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,3,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,2,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,2,no,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,4,no,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,3,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,2,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,1,no,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,3,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,4,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,2,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,3,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,1,no,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,1,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,3,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,2,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,4,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,1,no,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,4,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,4,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,2,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,4,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,4,no,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,2,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,2,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,3,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,3,yes,Comprehension
12athefgbh4zetjy4y2tn2148p713c6x,WeakBias,3,yes,Comprehension
1kneonfwope5q8xn0jqzosx0b90kzfr8,RuleBasedInput,1,no,Comprehension
1kneonfwope5q8xn0jqzosx0b90kzfr8,RuleBasedInput,3,yes,Comprehension
1kneonfwope5q8xn0jqzosx0b90kzfr8,RuleBasedInput,3,yes,Comprehension
1kneonfwope5q8xn0jqzosx0b90kzfr8,RuleBasedInput,2,yes,Comprehension
1kneonfwope5q8xn0jqzosx0b90kzfr8,RuleBasedInput,4,yes,Comprehension
1kneonfwope5q8xn0jqzosx0b90kzfr8,RuleBasedInput,1,yes,Comprehension
